报表日期,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
租赁负债,50084133.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付职工薪酬,0,0,0,0,0,0,0,0,0,0,7929,7929,7929,7929,137838.01,137838.01,137838.01,137838.01,473057.61,473057.61,473057.61,473057.61,1651522.45,1651522.45,1651522.45,1651522.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款(合计),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206000,0,0,206000,15366493.62,13406890.33,0,0,0,15273251.23,0,0,0,6365819.52,0,7174848.34,0,10714108.52,2658193.84,0,0
专项应付款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,206000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
预计非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
递延所得税负债,57766560.01,62151071.11,62567221.92,63948293.05,52948436.8,63430453.64,62704512.5,64834575.06,69435049.82,44252383.96,43894477.07,43310861.38,51423634.74,55941136.35,66641762.07,62644512.04,57491521.53,55963516.06,53863519.6,54460254.12,60113212.68,72449617.04,54753841.21,103848181.2,4874869.29,3647478.61,3956402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6411464.84,6411464.84,6254885.12,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,324296.28,534613567.6,0,0,0,0,0,0,0,0,0,0,0,0
长期递延收益,34796928.57,29739000,27215000,23345000,23845000,23845000,14212860.51,14715694.15,21478927.08,20981155,12986485.15,16283909.82,19595912.19,19992728.85,21102699.39,23949315.83,23895906.58,29913897.37,30091264.89,33663044.53,29252881.48,32955178.61,41671181.14,39924319.48,39032652.81,38740986.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36345888.94,32575888.94,35758611.15,33423611.15,23891641.85,26533165.18,35054188.97,30069377.46,4679709.89,7666349.2,8778849.2,7598849.2,7354323.7,18232823.7,8654323.7,8654323.7,1167476.85,6607476.85,1273611.11,1167476.85,1606000,1606000,1606000,1606000,6959896.65,2799896.65,2299896.65,2299896.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206000,206000,206000,0,0,0,0,354323.7,0,0,7597305.26,0,0,0,0,0,0,0,0,0
非流动负债合计,4131282877,4079762171,4076872505,4073612980,4062357113,2578159130,2567310860,79550269.21,90913976.9,65233538.96,56888891.22,59602700.2,71027475.93,75941794.2,87882299.47,86731665.88,81525266.12,86015251.44,84427842.1,88596356.26,89839151.77,105877853.3,98076544.8,145424023.1,45559044.55,44039987.2,40302290.94,32575888.94,35758611.15,33423611.15,23891641.85,26533165.18,35054188.97,30069377.46,4679709.89,7666349.2,8778849.2,7598849.2,7354323.7,18232823.7,8654323.7,8654323.7,1167476.85,6607476.85,1273611.11,1167476.85,1606000,1606000,1606000,1606000,6959896.65,2799896.65,2299896.65,2299896.65,7967464.84,6617464.84,6460885.12,530296.28,530296.28,530296.28,20530296.28,20530296.28,78530296.28,78530296.28,78530296.28,135530296.3,153530296.3,153530296.3,133530296.3,133530296.3,78530296.28,75530296.28,100530296.3,100530296.3,180530296.3,180530296.3,170530296.3,170530296.3,220930296.3,324530296.3,14117953.7,12157795.41,9298017.31,7575210.46,360797330.9,15352251.23,7873541.19,7597305.26,8983200,11435819.52,26816100,30874848.34,32114700,40134108.52,27515063.84,31948750,0
负债合计,11751810189,11827333950,9358641440,11310905924,8513426702,9365238050,7961604835,7311909461,5170380469,5480716977,3348487231,4837731882,3581915329,4443166862,3180568502,2507932266,2358928636,2861675957,2532620609,2981357000,1896493655,2819324446,2303627761,3586986513,3278175551,3377487009,2591301970,4146601403,2786920410,3096868424,3403690467,5925738502,4106229947,5802119358,4840684407,5169605505,4630546086,5252392444,3171426134,4051587110,2474930044,2463911210,2064941383,2561144886,1533038372,1718235689,1608625602,1678532940,1367953412,1600238768,1248938791,1122901356,1136857970,1781095623,2042862289,1315766493,1140011673,1207261504,971460842.1,971689480.8,931554224.9,1093118423,894921021.9,941785336.3,927602933,953652267.4,891066166,864456127.6,1017690174,1135814993,1016673213,970585123.1,1042952327,943907092.6,972935122.1,910490737.5,867947284.3,860777960.4,848767326.9,708724471.7,614800299.4,652089582.5,439185473.4,425820474.8,433797330.9,534613567.6,415000533.3,452127215.4,379613900,354698132.1,241034000,219575313.3,204812200,268781099,183138218.8,123154458.2,0
所有者权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402006476,1402006476,1398268476,1398268476,1398268476,1398268476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,1394239476,871399673,871399673,871399673,871399673,871399673,871399673,841399673,841399673,841399673,841399673,841399673,841399673,841399673,841399673,841399673,841399673,841399673,841399673,841399673,525874796,525874796,525874796,488934574,488934574,488934574,488934574,488934574,488934574,488934574,488934574,488934574,488934574,488934574,325278720,325278720,169416000,169416000,169416000,112944000,86880000,86880000,65000000,150616938.9,105298428.9,0
资本公积,3722777063,3722777063,3722777063,3722777063,3722777063,3722777063,3722777063,3722777063,3716675022,3716675022,3692681262,3697563987,3696022075,3543519702,3543519702,650609324.3,650609324.3,650609324.3,651340124.3,651340124.3,653218046.6,652078482.3,652078482.3,652078482.3,652078482.3,652078482.3,651277566.8,648354531.4,648354531.4,648354531.4,773218736.8,764029921.8,705994368.7,701618651.8,706784001.7,687521072.4,622035237.4,604011022.4,574462076.8,522618839.3,492931889.3,463244939.3,432668021.1,402981084.7,373294148.4,353502857.5,350586362.4,350586362.4,350586362.4,350586362.4,354364374.5,354364374.5,702924243.5,702924243.5,699123857.7,699123845,699123845,699123845,373603504.1,373603378.9,373603378.9,373603378.9,373603378.9,373603271.2,373603271.2,373603271.2,373603271.2,373603271.2,373603271.2,373603271.2,373227794.1,688742861.5,688729807.9,688729807.9,441027449.6,441027449.3,441013633,441013633.2,439730283.3,439730283.3,439730283.3,439730283.3,439730283.3,439730283.3,434528607.5,135830431.9,135543431.9,237193031.9,237193000,237193031.9,0,236634775.9,0,133406928.9,0,0,0
减：库存股,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他综合收益,174522403.8,186063325,193026803.3,196669728.8,160671112.3,194817130.6,200551521,204698527.3,214713615.6,136592276.6,132168032.1,131050312.3,160585466.1,171227292.2,203693164.1,190057252.7,182654565.4,176784890.4,168317265.5,170418031.4,188273773.6,226114710.6,172014499.6,324316196,18663601.2,14235945.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
专项储备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
盈余公积,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1464752476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1402252476,1398268476,1398268476,1398268476,1398268476,1210780375,1210780375,1210780375,1210780375,916668315,916668315,916668315,916668315,698275514.4,698275514.4,698275514.4,698275514.4,511149486.3,511149486.3,511149486.3,511149486.3,389612456.3,389612456.3,389612456.3,389612456.3,317695725.5,317695725.5,317695725.5,317695725.5,283824268.4,283824268.4,283824268.4,283824268.4,283124490.9,283124490.9,279535160.8,279535160.8,276384440.9,276384440.9,271310601.8,271297117.3,271867989.4,271867989.4,237247407.8,265419745.7,266907126.7,266907126.7,261787797,261787797,255156629.6,247975406.8,227545030.3,227545030.3,223203986.1,223203986.1,197963858.1,197963858.1,134216867.1,134216867.1,85279700,85279687.18,0,43060889.96,0,14795458.03,51001670.24,39543824,0
一般风险准备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
未分配利润,18403279392,16236513212,15046169110,13451242333,14266892440,12559746580,11706819556,10667066855,11696459741,10181899225,9447291573,8663231838,9585755747,8527196811,8029147080,7498795726,8175382639,7377914589,6976507700,6582546879,7187734355,6593460634,6443292278,6141957583,6781347949,6242284506,6615179727,6320890652,7608234122,7115305532,6381512238,5497606608,7347830938,6205078291,4953865360,4011034467,5253184991,3959885073,3356687556,2759173698,3639285266,2743209425,2334857667,1769437191,2481244799,1802037866,1569850898,1167765317,1753466253,1222080464,1163046659,819674395.9,1253182314,740444791.3,449328469.5,294793750.7,487392756.9,309221076.9,235353732,189450367.8,143094386,40135659.48,33732002.59,35486090.94,90606854.34,37771641.91,26972587.11,28650145.71,53884933.14,598434.45,47633590.16,52494431.53,86818973.97,17320022.08,31236679.2,31269646.18,112610786.6,75697137.72,35485036.12,126646544.5,45041222.62,2006940.16,251666506.8,188802813.7,94999751.43,159179201.1,114584384.1,71235413.4,85340400,11019493.73,0,100651091.9,0,22193187.05,0,0,0
归属于母公司股东权益合计,25230083810,23074858553,21891477928,20300194077,21079845567,19406845726,18559653092,17524047397,18557353331,16964671476,16201645819,15421351089,16371868239,15171448757,14643364898,11143967255,11813151480,11009813756,10600670042,10208809987,10833731127,10276158779,10071890212,9922857213,10256594985,9713103886,10070318404,9773117862,11060980636,10568084469,9954944219,9061894262,10850362258,9703349887,8269698212,7307604390,8480240079,7168915946,6242057424,5592700328,6443124946,5517362155,4860040679,4264933266,4947053938,4248055714,3825826222,3423740642,4009441578,3478055789,3301262966,2957890703,3217118687,2704381164,2337547726,2183012994,2375612000,2197440320,1734181177,1688277688,1641921706,1538962980,1531859545,1533613526,1585144959,1532309747,1518359972,1520037531,1540198479,1486898496,1534129047,1538980078,1538670986,1497344372,1228105829,1228138796,1304346791,1255466704,1219306523,1303286809,1201251110,1158216828,1403535350,1340671657,1216426791,818252211.1,709623403.4,612061312.4,577229100,502908212.8,522609200,467226757.7,418254800,235395574,201618609.2,144842252.9,0
少数股东权益,126098569.9,107011321.1,116436383.2,147114541.2,162091689.5,147885302.5,164885267.4,173131940.3,198789564.4,159541143,208457852.7,209962869.3,193657368.4,141145455.4,147635641.9,136182817,118494816.3,94129946.87,138797458.4,132993293.2,107549979.6,86190469.54,100572771.1,80377352.3,107828855.7,80228074.24,105730621.8,68294188.83,101978361.2,69337117.96,71177639.01,71647494.83,96234910.6,67507193.14,55923137.52,55921048.76,124745107.6,55923137.52,40951406.37,65123102.74,80409211.69,44991824.69,37683834.79,69343027.81,51935816.77,16398716.42,26155271.33,21780868.7,26374527.26,14767458.89,15918761.13,21840493.98,6234766.75,6384034.04,6017759.68,5968445.29,10625457.52,9653396.59,9978555.75,10454573.22,18115276.25,18144869.48,18076626.85,19823403.57,19667702.73,20291538.16,20649482.12,11352074.35,0,24128015,23271324.89,24484501.68,26311522.28,25554765.76,25902718.03,25553559.16,30674775.58,25568360.43,15032736.02,15436854.77,13169662.81,13208510.48,15413658.13,14625545.6,12909351.23,0,0,0,0,0,0,0,0,0,0,0,0
所有者权益(或股东权益)合计,25356182380,23181869874,22007914311,20447308618,21241937257,19554731028,18724538359,17697179338,18756142896,17124212619,16410103672,15631313958,16565525608,15312594212,14791000539,11280150072,11931646297,11103943702,10739467500,10341803280,10941281106,10362349248,10172462983,10003234565,10364423840,9793331961,10176049026,9841412051,11162958997,10637421587,10026121858,9133541757,10946597169,9770857080,8325621350,7363525439,8604985187,7224839084,6283008830,5657823431,6523534158,5562353980,4897724514,4334276293,4998989755,4264454430,3851981494,3445521510,4035816105,3492823247,3317181727,2979731197,3223353454,2710765198,2343565485,2188981439,2386237458,2207093717,1744159733,1698732261,1660036983,1557107849,1549936172,1553436930,1604812662,1552601285,1539009454,1531389605,1540198479,1511026511,1557400371,1563464580,1564982508,1522899137,1254008548,1253692355,1335021566,1281035064,1234339259,1318723663,1214420773,1171425338,1418949008,1355297203,1229336142,818252211.1,709623403.4,612061312.4,577229100,502908212.8,522609200,467226757.7,418254800,235395574,201618609.2,144842252.9,0
负债和所有者权益(或股东权益)总计,37107992570,35009203823,31366555751,31758214543,29755363959,28919969078,26686143194,25009088799,23926523365,22604929596,19758590902,20469045841,20147440936,19755761074,17971569042,13788082339,14290574932,13965619659,13272088110,13323160281,12837774761,13181673695,12476090744,13590221079,13642599391,13170818969,12767350995,13988013454,13949879407,13734290010,13429812325,15059280259,15052827116,15572976438,13166305757,12533130944,13235531273,12477231527,9454434965,9709410541,8998464202,8026265190,6962665897,6895421179,6532028127,5982690120,5460607096,5124054450,5403769516,5093062016,4566120519,4102632553,4360211424,4491860821,4386427774,3504747932,3526249131,3414355221,2715620575,2670421742,2591591207,2650226273,2444857194,2495222266,2532415595,2506253552,2430075620,2395845733,2581203653,2646841504,2574073584,2534049703,2607934835,2466806230,2226943670,2164183093,2202968851,2153779463,2083106586,2027448135,1829221072,1823514921,1858134482,1781117677,1663133473,1352865779,1124623937,1064188528,956843100,857606344.9,763643200,686802071,623067100,504176673,384756827.9,267996711.1,0
