报表日期,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,2834333173,2412740082,2230778264,2220348077,2347415301,1615468820,1833987932,1647606292,2220635958,1361115217,1341147193,1223525107,1554789319,1255972057,1208608088,985098604.1,934226251.7,783105290.1,734019707.9,564094455.8,512121453.6,507607195.4,513377055.8,477104552.4,337025916.7,475173887.1,416219470.8,395049014.8,416834619.5,433433501.6,429427002.5,427676400.2,456135337.5,1194005032,755897124.4,576153833.6,514660998.8,608890066.1,859641668.2,580777126.3,545511317.6,611453258.5,679562836.4,1040442495,1100244592,1242437540,1289852182,1627876679,1252806781,1013462707,1068096493,727646864.2,726853818,1020538053,951527741.8,600035563.1,438400318.1,816452052.5,714825700,811147337.4,716814763.2,722786780.8,591941999.5,566929375.6,531883476.5,582161383.9,485538702.2,701268721.9,1010975799,1135255138,1154429392,1166939541,1116521147,1123864426,1160513866,1190381506,1187918527,1236615455,1214477316,775112317.7,911682394.6,894838276.6,850909906.2,784829271.1,346033172.2,341992894.4,322466263.9,281343789,250840727.7,206007242.8,217417279.3,118462679.1,0
所有者权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),488435598,488435598,488435598,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698,488545698.2,444132453.2,444132453.2,407532453.2,407532453.2,271688302.2,271688302.2,150937946.2,150937946.2,150937946.2,150937946.2,150937946.2,110983784,84383784,84383784,84383784,0
资本公积,395660784.7,396808991.1,396479187.1,402126377.8,401521695.6,400917013.4,400312331.2,395136961.8,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,399506088.3,400963400.9,400963400.9,400963400.9,400963400.9,407676105.9,407676105.9,407676105.9,407676105.9,407676105.9,407676105.9,407936700.9,407936700.9,408001691.3,407936700.9,406701883.6,406701883.6,403058602.2,403058602.2,404571360.7,403058602.2,400525820.9,401030820.9,401364820.9,405851670.3,406126345.5,406126345.5,406121665.1,406121646.4,402584383.5,393860404.3,393758679.2,393758679.2,385769764.1,385938184.1,385701278.9,385701278.9,385116016.5,385116016.3,385116016.3,385116016.3,29556286.51,29556286.51,29154175.73,26540559.56,117103326.6,116896326.6,116896326.6,116896326.6,115156326.6,115156326.6,21237434.92,20717434.92,12590450.66,0
减：库存股,9111546.73,9111546.73,9111546.73,14007502.3,14007502.3,14007502.3,14007502.3,3246183.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
专项储备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
盈余公积,410573087.7,410573087.7,410573087.7,410573087.7,410573087.7,410573087.7,410573087.7,410573087.7,410573087.7,410573087.7,410573087.7,385677075.1,385677075.1,385677075.1,385677075.1,355598491.2,355598491.2,355598491.2,355598491.2,355343064.2,355343064.2,355343064.2,355343064.2,354642655.8,354642655.8,354642655.8,354642655.8,354642655.8,354642655.8,354642655.8,354642655.8,346905352.4,346905352.4,346905352.4,346905352.4,291035539.4,291035539.4,291035539.4,291035539.4,288740488.1,288740488.1,288740488.1,288740488.1,265648889.6,265648889.6,265648889.6,265648889.6,233593323.9,233593323.9,233593323.9,233593323.9,202225618.8,202225618.8,202225618.8,202225618.8,182393954.5,182393954.5,180662357.8,180662357.8,164238898.6,164238898.6,164238898.6,164238898.6,149678327.3,149678327.3,149678327.3,149678327.3,139510101.3,139510101.3,139510101.3,139510101.3,139453873.9,139453873.9,139453873.9,139453873.9,133084756.1,133084756.1,133084756.1,125915101,80607243.39,80443533.49,56000046.75,56000046.75,34001654.11,23314894.08,17887509.49,18080874.11,13648145.34,13532861.4,9146597.08,5518308.56,3000000,0
一般风险准备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
未分配利润,640867916.8,1269033302,849610044,620103209.3,221368132.7,1017508773,826569919.2,639485708.3,339876792.7,776766819.2,558207819,466413925.3,271108531.1,461382903.6,306552263.4,244504851.6,115642415.9,318027854.8,225873845.2,150435316.9,92454800.32,116286012.7,37978299.63,34036823.67,13427077.74,11366162.94,49294907.6,241802830.3,260032043.1,296230381.6,381713001.7,577620851.8,677056474.4,769441001.6,655386555.5,690924328.5,603395772.4,666340291.1,485892282.2,380767488.2,326763369.6,402524613.8,280079442.2,184822715.7,186381704.4,438995513.5,331590951.8,194930363.6,146236922.8,398732970.6,302020080.7,251753207.1,153364456.9,300809386.9,205358100.2,146365323.4,87981175.82,148960101.3,87501879.94,57857755.2,38423083.17,100967777.9,66564279.22,45983099.65,31496123.49,79737337.29,52172368.65,44197455.89,-2046102.4,-1038597.95,-8093830.6,11054050.68,91086902.34,180551399,168838781.7,221427416.3,248144299,272003786.4,211449508.2,288278781,154140576.7,317949916.1,194447846.8,99977877.63,39419570.8,10652938.64,8253426.8,3352002.49,41752761.51,17490989.55,0,0,0
归属于母公司股东权益合计,1926425840,2555739433,2135986370,1907340870,1508001112,2303537069,2111993534,1930495273,1638501667,2075391693,1856832693,1740142787,1544837393,1735111765,1580281125,1488155129,1359292693,1561678132,1469524123,1393830167,1335849651,1359680863,1281373150,1276731266,1256121520,1254060605,1193399535,1484497272,1502726485,1538924824,1624407444,1812577990,1912013613,2004398140,1890343694,1870011654,1782483098,1845427617,1664979608,1559017075,1505012957,1580774201,1458329029,1346693409,1348252398,1600866207,1493461645,1324745491,1276052051,1528808693,1432095804,1350526215,1252072475,1398282587,1302831301,1220363578,1161979430,1222739518,1159768538,1111168173,1092238501,1155117195,1125200546,1090333470,1075846494,1124083028,1096518040,1074837639,1019870101,1020775881,1013720648,1024823387,1105024658,1194252250,1182539633,1228173887,1254890770,1234337012,1166613079,805974764.1,671672850,674792440.8,548676755.3,402020804.5,330568737.7,296374720.9,294168573.7,283094420.6,281425733.5,132258805.6,110619527.5,99974234.66,0
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740443.52,7740443.52,7050168.59,7050168.59,7353978.64,5972918.35,6613878.38,4518971.02,5029963.86,4562064.84,3709789.13,2777203.98,4495792.52,4045792.52,4545772.45,24595579.28,29076677.63,10859152.64,12634645.59,12574125.88,12441420.72,12312454.9,10932849.84,10594447.48,9987040.71,9603002.81,10366135.86,10109666.69,9188573.02,10671472.69,10570170.66,10409156,10738908.6,5099948.09,4837801.68,4754976.39,4817852.95,4728370.33,36452481.56,134388011.5,135718265.5,137183400,155607025.3,155539270.1,148351534.1,141807253.4,138289258.3,137582701.6,130014388.1,94430170.54,99475877.24,86700315.34,87903113.57,0,209699479.3,0,2716563.82,2678000.25,2590655.96,2681957.02,2652369.97,0,0,0
所有者权益(或股东权益)合计,1926425840,2555739433,2135986370,1907340870,1508001112,2303537069,2111993534,1930495273,1638501667,2075391693,1856832693,1740142787,1544837393,1735111765,1580281125,1488155129,1359292693,1561678132,1469524123,1393830167,1335849651,1359680863,1281373150,1276731266,1256121520,1254060605,1205933668,1484497272,1502726485,1546665267,1632147887,1819628159,1919063782,2011752119,1896316613,1876625533,1787002069,1850457581,1669541673,1562726864,1507790161,1585269993,1462374822,1351239182,1372847977,1629942885,1504320798,1337380137,1288626177,1541250114,1444408258,1361459065,1262666922,1408269628,1312434304,1230729714,1172089097,1231928091,1170440011,1121738343,1102647657,1165856104,1130300494,1095171272,1080601471,1128900881,1101246411,1111290120,1154258113,1156494146,1150904048,1180430412,1260563928,1342603784,1324346886,1366463145,1392473471,1364351400,1261043249,905450641.3,758373165.3,762695554.4,548676755.3,611720283.9,330568737.7,299091284.8,296846574,285685076.6,284107690.5,134911175.5,110619527.5,99974234.66,0
负债和所有者权益(或股东权益)总计,4760759014,4968479514,4366764634,4127688948,3855416413,3919005889,3945981466,3578101565,3859137625,3436506910,3197979886,2963667893,3099626712,2991083822,2788889213,2473253733,2293518945,2344783422,2203543831,1957924623,1847971105,1867288059,1794750206,1753835818,1593147437,1729234492,1622153139,1879546287,1919561105,1980098769,2061574890,2247304559,2375199119,3205757151,2652213737,2452779366,2301663068,2459347647,2529183341,2143503991,2053301478,2196723252,2141937658,2391681676,2473092569,2872380425,2794172980,2965256816,2541432957,2554712821,2512504751,2089105929,1989520740,2428807681,2263962045,1830765277,1610489415,2048380143,1885265711,1932885681,1819462420,1888642885,1722242494,1662100648,1612484947,1711062264,1586785113,1812558842,2165233912,2291749284,2305333440,2347369953,2377085075,2466468209,2484860752,2556844651,2580391998,2600966855,2475520565,1680562959,1670055560,1657533831,1399586662,1396549555,676601909.9,641084179.2,619312837.9,567028865.6,534948418.2,340918418.3,328036806.8,218436913.8,0
